pathway	description	S1	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S2	S20	S22	S23	S24	S25	S26	S27	S28	S29	S3	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S4	S40	S41	S42	S43	S44	S45	S5	S51	S52	S53	S54	S55	S6	S7	S8	S9
GALACTUROCAT-PWY	D-galacturonate degradation I	16301.1052	14348.9459	21118.7885	16148.65	24463.9584	16435.5889	19811.2838	14523.7933	11477.4329	19765.714	17443.8888	26238.6566	18460.5947	23108.972999999998	7744.6191	11604.8116	13218.3196	32223.9551	16079.3912	21932.3575	15908.4905	6908.615	14052.5624	23158.5583	15795.6431	24230.1981	14165.8994	14226.1817	10695.7886	20789.0131	28624.472999999998	21154.3776	14071.3044	22800.9171	22386.6249	29265.8852	30567.0028	13843.1941	26601.2472	14198.7154	18954.8918	24513.563	22839.4721	27448.231	23970.9876	23908.6914	27214.2385	24617.0046	7876.7889
GALLATE-DEGRADATION-I-PWY	gallate degradation II	87.9727	60.5389	46.8798	137.8529	77.9906	166.2939	68.1626	188.7227	138.4624	181.0769	45.4162	69.9066	56.7218	38.7545	61.3043	161.3139	41.6707	214.7799	197.7451	85.5259	89.0874	6.6288	278.1524	91.805	2606.8875	118.0049	234.6202	105.6529	361.0008	128.8626	71.3696	133.81	108.7614	157.8054	72.9793	180.692	48.2103	151.8118	29.44	48.8326	81.1364	66.3519	205.2641	411.8226	83.6862	204.4937	64.817	137.8275	91.0632
GALLATE-DEGRADATION-II-PWY	gallate degradation I	57.8748	52.9152	40.1565	72.7818	75.411	166.2939	68.1626	188.7227	138.4624	93.20200000000001	45.4162	62.1871	32.8571	38.7545	55.2775	107.7357	37.4486	131.2561	112.4779	72.7471	89.0874	0.0	41.4308	36.025999999999996	971.9318	55.3084	142.7857	41.9899	87.4593	88.389	71.3696	95.9152	108.7614	157.8054	72.9793	50.5412	48.2103	52.0301	17.0682	48.8326	67.1145	47.9756	73.7259	166.1887	83.6862	31.9921	50.7887	59.0451	72.3144
GLCMANNANAUT-PWY	superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	18015.5451	24768.0385	21243.6134	17975.8408	18757.3466	13572.6482	26602.6958	15701.2176	15155.5618	17165.9262	14757.81	21157.341	17580.699	25263.3221	25604.4866	23882.6985	25246.868	22188.7113	24316.2226	20433.3542	22904.1909	25482.2825	28859.1605	25911.0439	17361.0909	20372.8389	20471.849	22939.7642	17787.4004	24517.1347	14214.1599	24590.4971	20314.2075	18502.5032	25795.8905	18866.1189	34357.1953	17815.0161	24795.0609	16927.4458	28678.8633	26684.2159	28302.034	14481.7927	19990.3983	23722.3296	24261.7958	21047.645	9044.2911
GLUCARDEG-PWY	D-glucarate degradation I	2678.2609	1622.0179	2553.3128	1860.2247	3352.8474	1441.8961	2466.2506	2092.9747	1864.2096	1223.4895	934.6846	2359.1229	3435.6062	2590.3149	1045.7988	1529.0315	875.3159	1630.6435	1963.2449	3286.2558	1740.164	824.6488	1785.4485	1769.2483	3681.9566	2870.6637	1920.2885	3105.9173	1924.2477	3122.6239	1312.4753	2857.5819	1761.6028	2954.9793	6257.3511	2335.5099	4639.9336	1969.1398	2091.5748	1231.6118	3267.6815	2642.9463	2488.5325	2164.3443	1510.9096	1546.1691	1987.112	5919.2054	811.9827
GLUCARGALACTSUPER-PWY	superpathway of D-glucarate and D-galactarate degradation	1862.7993	1204.2684	2489.1271	1679.8986	2650.6487	1194.8492	2295.0170000000003	1764.2371	1601.8108	1232.0678	638.6338	1925.6477	2407.5483	2271.9023	937.8573	1285.4849	564.7469	1325.5764	1725.6161	3097.6506	1456.2197	624.741	1766.2836	891.8935	3459.4733	1932.9415	1610.8724	2987.7084	1919.604	2181.8776	931.436	2302.4075	1457.4191	2394.7953	6010.9818	1926.285	2334.7599	1415.033	804.0765	893.293	2920.0299	2375.192	1932.8615	1685.0983	1188.7408	1566.8936	928.6506	5248.5092	476.1745
GLUCONEO-PWY	gluconeogenesis I	31598.7939	33285.7104	47294.4225	44449.2591	42682.3333	45425.575	47167.0677	42278.2996	34883.3578	43083.4667	42979.8012	42429.1165	64395.068	39211.135	48122.1384	48016.4558	44683.3951	51029.9311	38954.7665	43024.5857	44029.8267	48329.4203	46177.9946	48477.587999999996	41682.7633	42125.2346	31099.0764	39455.9909	42404.4408	37642.2187	43506.0912	42732.4851	40170.0116	52076.6042	40098.2526	49660.1357	50644.947	42000.060999999994	49992.5096	37181.5439	35218.0287	40517.3342	44753.4988	38839.7462	44797.8889	49409.7348	46090.4272	44068.0189	22253.3193
GLUCOSE1PMETAB-PWY	glucose and glucose-1-phosphate degradation	2467.6765	3752.6655	17809.7655	10366.0493	4892.536	18616.0758	9599.8248	16825.0187	13663.0331	6534.9095	1468.69	4932.4141	3857.454	4355.2143	30001.7687	5139.8248	1241.531	4280.2552	11798.7506	10706.3918	9650.7105	18484.686999999998	9919.1472	4328.6018	6342.1409	9556.5965	4565.7493	12296.5105	11186.4697	3945.4504	3624.3992	12098.1485	6574.9616	11797.3216	15393.8041	5400.3029	2526.6647	23454.2972	2601.4208	3975.4049	5329.9346	8351.3729	5795.4493	3395.2171	4220.9168	7966.3852	3733.7577	10091.3553	1599.3173
GLUCUROCAT-PWY	superpathway of &beta;-D-glucuronide and D-glucuronate degradation	9864.7617	6738.8172	19754.0837	13635.3495	11524.0814	6676.571999999999	11055.1702	7982.2832	7711.0821	5046.9917	6000.8306	10781.8242	10190.5599	10604.5261	5965.1877	7001.6993	5301.2547	8852.9386	11560.7702	11004.1797	11134.6769	5197.4745	6761.9006	11331.7271	11388.8161	15620.942	8084.2563	11467.898000000001	8306.4516	11737.3838	6794.7776	16070.1208	8398.9924	14828.3448	17205.3464	9681.6922	12873.8565	6483.3468	10491.3553	7268.9667	10089.5419	18943.1892	11646.4758	10655.0803	7469.9085	7463.1	10699.5827	13902.4044	5460.2551
GLUTORN-PWY	L-ornithine biosynthesis	16067.6959	14439.9618	29562.3019	33741.0664	20249.8365	35282.844	19095.9777	30355.1012	21930.6936	31324.2677	22260.7642	27162.089	21235.1988	22323.8617	33939.7629	23224.8435	23424.4958	30335.8129	20179.1043	22614.2429	19231.8548	35797.7594	26400.2792	30572.2278	33072.5764	22794.4335	17781.5413	14939.4523	32771.2585	18065.0802	29232.9337	24869.5045	21215.3562	24160.635	20747.1089	28615.9611	28654.3905	29712.262000000002	25142.2913	15048.166000000001	15149.3566	17666.7113	26534.8619	27931.372000000003	21481.1598	32815.1134	29837.2468	27357.513	11019.9464
GLYCOCAT-PWY	glycogen degradation I (bacterial)	33097.5923	35567.0088	37554.5052	42729.6049	41353.9351	41862.0179	46107.3397	38686.8734	32189.172000000002	38290.3781	48963.6666	44933.2895	59341.0233	39847.0769	54165.2139	42980.8987	48235.0053	52951.4747	35711.5811	42407.6228	38118.1368	47397.7382	40594.7758	58460.2151	38918.7894	39859.1913	30632.0335	35665.9039	34525.7609	39090.3493	45246.8656	36848.8856	38507.6075	45594.8777	35941.2417	43911.0385	58888.0585	43090.4634	56123.9461	32090.4624	37156.122	32615.3758	44665.2643	36165.1908	47214.7995	45116.5281	52414.744000000006	45740.775	24084.4058
GLYCOGENSYNTH-PWY	glycogen biosynthesis I (from ADP-D-Glucose)	31226.4518	34854.0268	34389.3857	45089.5637	29130.3162	37450.1189	41195.8323	35777.587999999996	31277.2544	32050.2394	43618.7627	39300.2373	40554.1806	35827.9805	50067.0328	48187.5132	46569.6324	42518.0543	34376.1154	33950.5583	40120.2313	47172.3595	39973.9627	53722.0069	38704.3539	34380.3638	29153.1564	33829.9688	33670.9947	36439.5051	36287.2224	35215.9249	38444.0315	37977.6417	33220.2001	32381.5648	52756.2598	37417.0805	50756.4715	37441.9104	36597.2694	28618.3586	42135.5858	25082.1917	40513.3403	37765.9465	48655.7133	37561.0611	22848.3003
GLYCOL-GLYOXDEG-PWY	superpathway of glycol metabolism and degradation	2354.5445	2099.3499	2694.3782	2403.0815	2679.5763	2081.9364	3159.4376	2396.2871	2095.239	1445.7246	1191.4728	3523.34	3215.0685	4026.8549	1183.3352	1983.1876	646.6569	1695.1316	1802.0137	3717.4566	1782.2	702.6469	1830.0217	1430.1722	2716.9797	3282.1643	2384.1192	3427.7293	2156.5187	2955.5802	1797.3654	2957.1069	2019.9071	3123.1964	7400.3824	2402.2553	1867.8184	2656.1084	2602.2005	1207.6734	4110.5698	3153.849	3693.0059	3329.4843	2659.9759999999997	1616.8502	1771.0059	5877.797	1031.8624
GLYCOLYSIS	glycolysis I (from glucose 6-phosphate)	31342.7443	38077.857	47755.3562	46118.4719	40884.259	44244.415	52469.1228	42114.3045	36513.2877	46229.7217	39045.7054	44649.0656	51982.0621	41954.6394	54590.5207	52815.1762	49408.3281	54075.3071	43213.0812	44912.5627	44227.1477	55093.8715	53467.8336	49762.0042	47769.7523	44044.0662	35729.1304	44887.6378	46912.1943	40462.6117	45456.3304	45543.5214	43270.9207	48356.8052	39492.8346	51504.0192	55338.4442	46223.5134	51466.3339	35850.7963	35967.6024	45843.7052	50740.6685	40229.473	45052.3335	54045.7617	49644.2754	45308.6908	22505.6361
GLYCOLYSIS-E-D	superpathway of glycolysis and Entner-Doudoroff	16069.5086	16028.5948	35599.671	29396.8746	20849.4904	35194.9982	24669.5307	33073.9604	27654.96	31091.9872	10603.0352	22294.3971	22954.8707	22520.3487	22133.7604	26651.6019	15896.0947	22114.9223	25952.4485	24598.6995	26633.069	17615.3218	34526.6516	16304.787	32130.271	26673.1184	20603.6815	25844.3492	34531.7052	20898.8604	19537.8294	30181.2702	25137.4321	31574.748	29495.5422	29091.4813	20068.0296	34241.4604	21315.7133	19145.2023	17523.7466	26099.778	27299.4723	19109.9245	21419.9504	35672.6567	17432.831000000002	24393.5678	9160.4583
GLYCOLYSIS-TCA-GLYOX-BYPASS	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	6606.2181	9306.6351	31229.6431	23561.1563	9593.5577	34456.2236	13940.5182	30871.2615	16742.6403	22717.5977	4379.1243	13765.2139	8238.9067	11960.6239	9924.2243	17180.1756	3477.3081	11144.0781	17234.1837	17442.5556	17654.9111	7747.8468	27018.5873	6507.7795	27565.5321	12709.2669	12603.2594	17075.8074	29521.2683	10438.2584	10398.2088	22051.6633	16301.2596	23804.5324	25740.7881	18994.3629	4482.4333	9733.1624	6529.2086	10748.6771	12093.2567	16956.9008	18696.3056	10119.0587	12778.7542	25403.5461	8245.4182	17012.5126	4828.5832
GLYOXYLATE-BYPASS	glyoxylate cycle	3489.3738	5625.2301	23290.045	15513.4278	5472.0338	23304.2119	8555.8494	20294.3004	9904.2681	12943.8952	2099.7778	8415.1894	4101.4478	7435.9595	4905.3002	9193.1963	1689.5339	5793.4919	11233.4345	11661.4387	11747.9286	4016.8074	15466.5148	3273.4926	17845.231	6834.42	7061.8227	10886.9624	16986.9576	6148.1946	5659.6901	15317.9547	9758.7312	15560.2088	19845.1756	11744.406	2144.2836	5076.0585	3586.337	6262.3721	8204.8028	11180.7853	10514.5019	5564.6928	7378.6205	14298.7436	4315.0121	11979.1366	2745.45
GOLPDLCAT-PWY	superpathway of glycerol degradation to 1,3-propanediol	3831.1556	1170.3123	513.1777	618.5379	1548.2542	1064.497	848.2825	869.4619	1082.3088	522.6306	1134.5859	2640.7861	3926.3399	3117.9274	563.6828	1009.898	401.4723	447.3679	372.6615	402.5909	294.943	448.8816	226.7787	670.3964	1612.5719	585.0135	1024.6971	324.2423	359.4491	1793.2913	778.8353	738.044	762.9214	1003.7373	1109.3437	648.4004	2568.6938	1216.2565	510.0847	502.4161	884.3257	671.5935	859.9704	265.9126	115.7702	438.9792	1217.9873	1252.2797	414.8722
HCAMHPDEG-PWY	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate	410.0284	847.7246	903.8679	578.7922	1259.6577	601.9922	1588.5098	932.1476	1596.6638	464.1041	175.1341	1248.5002	618.9768	1727.993	452.6666	567.5776	199.8583	428.3532	785.3996	1921.3961	838.7	318.5632	728.0474	296.7147	1623.8686	762.2863	936.186	2064.7103	678.8946	1130.0956	438.6167	1097.7506	673.2894	958.6782	4749.4611	1138.6431	287.7173	766.8489	310.8465	579.6083	2233.5524	1614.9379999999999	688.0723	545.9987	99.8863	605.1785	481.6236	3394.1164	405.3428
HEME-BIOSYNTHESIS-II	heme biosynthesis I (aerobic)	3356.3688	3458.991	15771.7881	10398.8875	4425.1971	19453.6981	5720.5532	16992.2302	13189.5806	11108.3846	1595.3699	5073.9367	3969.7895	4226.3494	7301.4636	7926.9207	5562.773	4373.3489	7740.291	6996.5585	7705.6399	3206.1209	13653.9635	2357.8012	14752.4101	9015.4898	5148.4411	7449.7012	16616.9627	4463.1453	3987.3448	10319.7493	6885.6824	10581.6221	12939.6873	8602.4349	1613.3147	20758.1663	2618.4529	7272.3775	4665.5489	7093.1081	7268.3938	3781.866	4320.8947	12375.9751	3122.1368	6322.5947	3636.7374
HEMESYN2-PWY	heme biosynthesis II (anaerobic)	7302.5566	8435.8183	24973.1876	19609.8542	8732.731	28589.7188	18602.8117	26595.6962	20562.6482	21970.0907	4624.3531	11278.3647	11933.0266	9755.4979	16498.5597	20790.4961	7882.6419	11240.2725	21035.2222	15884.3636	20825.1773	8824.989	27084.0578	8654.3499	27101.3864	15568.8225	13668.0996	20343.4945	30814.2073	9773.1532	8761.7018	20856.1992	17185.1557	19648.3712	20513.9372	18152.6427	5904.7687	27573.1312	6579.9727	9119.8877	9024.6259	13403.4544	16754.9103	7361.5936	8608.3792	24973.5034	9119.2418	13039.3548	6348.0117
HEXITOLDEGSUPER-PWY	superpathway of hexitol degradation (bacteria)	11437.9418	8781.6971	27192.3003	17769.8945	10026.3341	8981.9859	16701.6149	12842.3594	11736.6088	9710.9367	8820.0823	11918.6531	11012.3714	12135.5108	22517.3875	18797.9372	12131.9847	7863.2009	16851.2467	14400.5843	16270.1651	20336.144	12138.3793	10338.2811	11058.0864	9638.2254	11332.2423	20114.5992	17181.629	12394.7302	7390.5478	20708.5292	16049.8552	17129.8202	22410.5848	12466.3504	12804.2785	8130.5284	9111.7674	10228.8093	11585.716999999999	25590.1137	16009.7195	9545.6478	4863.5653	12551.62	10545.5501	16126.1238	6429.3237
HISDEG-PWY	L-histidine degradation I	15567.5155	22065.1777	15139.2444	14008.9527	27938.9958	28503.7367	24840.8158	25122.5069	13219.8695	27818.3097	24072.3407	22734.1973	44157.2577	21301.5052	16089.5847	30613.8591	18231.9363	35373.2191	14814.0596	23739.0814	21761.6027	16657.2983	34929.0379	18637.4883	17707.2272	21725.4496	15339.6505	14495.366000000002	20446.9325	22321.5964	27396.964	17008.1444	21717.4791	31517.2695	20348.6088	35657.9926	27365.8673	13057.8068	30570.0377	18997.7901	21955.818	18695.7685	27012.9166	27761.1499	31018.2771	33573.9158	23248.2727	20946.0607	10473.6708
HISTSYN-PWY	L-histidine biosynthesis	19714.5351	18514.6914	33422.7066	36722.1839	25120.7988	36515.0342	26405.8724	30502.3516	22509.4542	36770.9578	31101.9566	36265.125	24719.5149	28638.203999999998	36183.4772	25592.3312	29020.9451	40185.8837	26176.8446	28323.6413	24011.2622	37559.429	28936.9863	43234.2084	37438.7042	28596.249	21097.6601	22201.7106	32225.5986	22308.641	37972.829	28689.3017	23916.7136	26713.5218	23287.1344	34679.9455	36652.3062	31710.2273	35212.1421	18645.3758	19453.193	23049.2165	31943.767999999996	31609.5459	27270.4119	39542.8487	41090.1077	32514.5629	14049.2452
HOMOSER-METSYN-PWY	L-methionine biosynthesis I	13316.5594	12334.2815	29232.914	28461.3987	13301.1648	32770.3573	25064.702	28204.2472	17857.4348	24123.592	9212.7943	18112.7009	14328.9909	15009.0862	22968.8621	24622.2858	20143.4218	17809.0363	24207.3775	20107.7488	24489.8328	29704.8655	22021.3923	16911.4886	23971.1077	17926.933999999997	15956.4231	20704.3228	25160.4708	14113.1826	14108.0054	25081.6227	20754.6365	21646.7188	21871.912999999997	20298.1873	16945.7633	16589.1524	10305.0011	14843.0457	11758.9988	20376.421000000002	21426.2958	9897.3686	9976.9192	27457.0409	18193.9232	19893.154	9318.9116
HSERMETANA-PWY	L-methionine biosynthesis III	15155.1126	14151.2489	31978.0988	32257.0606	14902.7346	37619.9316	30493.678	33265.6558	22069.7264	28551.6556	9712.2657	19881.1685	17386.8798	16599.5687	20347.1729	27093.1716	20036.0367	19501.3909	28040.411	23489.5817	28049.2019	28648.8985	31347.4397	18151.3326	29635.6496	20243.9515	18290.2876	24754.8055	33505.0024	16162.6039	15182.3845	28502.0081	23323.014	26366.8264	25114.4418	23432.4961	18621.6991	26592.0934	10941.2912	16246.2352	13696.6391	23435.644	24684.0379	11700.6026	10901.7299	32648.0523	19753.091	22812.3292	9930.6947
ILEUSYN-PWY	L-isoleucine biosynthesis I (from threonine)	32893.0409	29236.2023	43415.3316	46454.8365	43646.6475	52478.3912	48693.4841	47778.2262	35985.2409	47970.6631	47723.3097	45549.5579	67561.4497	39445.4047	47440.6182	36983.8364	47095.7206	52825.1539	39031.2867	45108.6256	40767.3257	49101.640999999996	46431.9058	57073.5056	57136.1478	45414.2602	32059.5319	37686.1533	47254.8002	39870.7283	46966.3097	43125.4356	35346.079	55070.217000000004	41211.0856	53885.6924	55621.5043	44898.3204	54227.6773	30432.1823	40265.5298	35399.9403	47190.5207	40490.8297	47899.1189	52961.3432	53432.9735	48385.4132	21105.0247
KDO-NAGLIPASYN-PWY	superpathway of (Kdo)2-lipid A biosynthesis	6007.7802	8007.1391	20291.8199	13717.4551	11708.7943	7669.6230000000005	17479.4243	10761.8617	8256.7444	5024.6601	2812.5569	10430.6663	9183.0313	9058.1517	8274.3648	8058.3983	3711.3516	8459.3492	14957.2372	15880.9656	13719.08	7636.0475	10823.5743	9362.8156	7008.8672	17139.8626	7207.2835	16032.6704	8492.1015	8780.9697	7660.746	16371.2789	11631.4666	22944.7921	18422.5933	10569.015	4445.0073	6079.7682	7638.6635	9475.7378	9507.9898	14262.0169	10533.112	3920.9128	5253.4753	9610.739	9104.3806	15588.5998	3068.5271
KETOGLUCONMET-PWY	ketogluconate metabolism	698.4444	1167.8389	1334.9944	921.2324	2036.8947	938.084	2321.0648	1629.7264	1380.9429	1072.0175	326.0599	2041.3451	1268.5521	2567.8233	743.7569	959.9668	378.592	1155.7892	1341.8176	3512.9266	1399.1237	546.5476	1885.1869	627.4518	2473.5272	1469.1595	1623.8825	3215.933	1584.0063	1398.7619	817.7285	1582.1222	1265.1431	1720.8519	6299.4801	1554.2478	684.4225	1102.8683	489.1805	777.7144	3105.8988	2405.7553	1260.7830000000001	1074.4956	386.4489	1235.3441	702.56	5426.8249	341.1521
LACTOSECAT-PWY	lactose and galactose degradation I	3869.4205	2286.004	10749.5898	5745.7796	2700.4809999999998	1877.6181	6033.7848	3347.4956	3005.2609	2818.587	1046.5284	2271.075	1017.0347	1809.3624	27743.4402	4886.840999999999	20405.7569	2161.4369	6672.8919	3345.702	4961.8527	16139.8473	3592.3146	2105.5168	3248.0404	3016.3347	4013.7887	7863.2275	5749.9398	3895.3781	1500.4178	8046.67	4642.3616	4608.9097	4662.5023	3555.6747	2011.4285	1277.1586	2798.7657	3205.1659999999997	1962.7901	12752.5002	4931.2657	736.7938	1425.4166	3669.3182	2283.6282	1234.0377	2033.0306
LEU-DEG2-PWY	L-leucine degradation I	1184.7288	1520.6206	4521.1163	4179.6521	1176.1292	18406.1655	2288.6053	15218.2715	3991.6316	6978.2051	1068.7166	2322.9941	1646.3628	1369.2923	1664.3536	4431.9097	607.8833	2802.8873	3723.1820000000002	2767.3232	4502.9964	867.8587	8493.5274	1365.3729999999998	12320.3242	1885.49	2755.5393	2483.3912	9299.0744	2063.3877	2192.9682	3616.0987	3369.6209	3782.3526	3140.1296	5601.6849	795.8271	2057.9003	1145.5211	1401.8197	1257.3564	1723.6127	3806.1502	3133.5851	3636.2882	6858.5394	1899.3986	1212.6389	1357.8084
LIPASYN-PWY	phospholipases	0.0	24.763	22.4423	180.7072	24.6491	111.13799999999999	27.2819	137.9788	76.304	430.3301	0.0	41.8135	14.9087	29.5756	19.8005	183.3929	26.9456	61.0964	115.1436	61.5553	88.5315	29.4779	600.6141	65.6274	628.8472	32.1951	102.3066	62.9087	687.1679	0.0	0.0	52.0831	32.2683	49.5915	22.4112	218.83599999999998	0.0	0.0	0.0	46.7118	0.0	0.0	103.3018	0.0	24.8063	407.5172	32.1275	44.1467	0.0
LPSSYN-PWY	superpathway of lipopolysaccharide biosynthesis	1022.855	1307.9594	5754.7384	1468.9631	1621.7806	1483.9268	2237.028	1608.1542	1833.5245	1412.5368	2571.7038	1574.9053	966.8276	1332.1117	1866.7506	1530.0506	376.0546	1374.0337	1891.5811	992.669	1331.2125	1426.0234	1449.4014	6060.1333	1353.2094	913.2355	1389.2569	2500.0164	1434.6639	595.6401	554.8732	1261.5001	1315.6966	681.7544	1439.5515	1200.8607	2111.219	170.2156	180.207	1091.7855	847.4830000000001	1837.2659	368.7147	226.4671	0.0	2658.1039	4354.249	1002.7606	190.0418
MET-SAM-PWY	superpathway of S-adenosyl-L-methionine biosynthesis	17994.7035	17362.6377	39348.163	36746.1497	19036.8401	42247.0077	35545.3157	37976.3449	24247.0717	31224.3155	13331.7227	24001.7959	22784.2029	20327.8846	30823.295	33324.5296	27029.6812	24407.2537	31891.9086	27730.3649	32589.4792	37531.5605	31831.8043	23133.8762	31069.5294	24865.1881	21103.1205	29643.5976	33817.9569	19714.3171	19369.0777	33507.2704	28395.376	32649.1866	29708.5342	27825.9421	23499.84	24548.8743	15042.3883	20512.4371	16580.5531	28099.7364	28853.854	13947.3275	14658.1658	35948.5599	24503.0294	27057.441000000003	12484.2682
METH-ACETATE-PWY	methanogenesis from acetate	2774.4698	2153.7515	1997.2076	5654.9709	1667.7475	3629.2034	2167.2270000000003	3505.5151	1972.614	1610.144	4778.0708	3640.2005	4346.805	2707.5473	1384.9360000000001	3409.0539	1012.0989	3515.5239	3081.9322	2922.5661	2150.2541	1857.746	1611.1743	5773.0097	4689.5917	3181.9549	2759.8927	1572.683	3381.3064	3131.3078	3479.6892	4100.6318	2990.5164	3187.9307	1594.7372	2449.9221	6206.1804	2836.1068	6752.571	1963.088	3235.0238	1890.3141	5421.420999999999	7980.7049	3491.5514	2019.0336	4721.4145	4420.16	1879.5488
METHANOGENESIS-PWY	methanogenesis from H2 and CO2	0.0	0.0	0.0	253.7779	0.0	42.6498	0.0	0.0	6.6733	0.0	0.0	0.0	0.0	0.0	0.0	39.5347	0.0	0.0	0.0	0.0	0.0	0.0	10.3762	0.0	345.6003	4.4362	0.0	3.9397	0.0	0.0	0.0	0.0	0.0	0.0	5.7277	50.6842	0.0	21.1137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
METHGLYUT-PWY	superpathway of methylglyoxal degradation	1227.8186	1796.4935	2856.2018	2702.1385	2097.5355	1997.1625	2956.9359	2425.073	2126.9898	1710.9048	503.1643	2698.732	1425.9478	3058.6611	1206.8937	2164.5048	551.7891	1370.5019	1894.7501	3472.3036	1814.5237	740.2409	2252.2282	1008.9578	2143.1682	2035.9773	2344.4586	3619.1482	2659.4013	1863.9198	1155.7579	2859.8534	2084.7262	2803.7463	7110.6081	2476.0402	769.6703	1468.1448	842.1001	1237.4227	3655.0779	2969.3624	3312.1529	990.3979	450.0612	1913.3641	1014.0432	4640.704000000001	555.2257
