Pathway	S11	S12	S13	S14	S15	S16	S17	S18	S19	S1	S21	S22	S23	S24	S25	S26	S27	S28	S29	S2	S31	S32	S33	S34	S35	S36	S37	S38	S39	S3	S4	S5	S6	S7	S8	S9
PWY-7204: pyridoxal 5'-phosphate salvage II (plants)	234.649	4.90644	0	0	0	76.1313	55.9414	217.675	1798.38	924.336	29.5025	353.035	99.4628	651.422	0	900.327	326.881	160.737	14.2088	539.834	325.852	0	0	1431.83	453.143	49.5155	21.7697	780.734	181.539	255.817	159.013	54.5209	319.646	17.2925	34.3095	126.068
PWY-7208: superpathway of pyrimidine nucleobases salvage	5615.08	3269.74	3802.39	4431.17	4875.02	4237.1	3661.95	5550.88	2629.95	3160.3	4334.65	3260.78	2502.01	2901.15	10231.1	4414.91	5129.75	4451.64	3515.06	3730.18	3896.32	3279.74	4454.37	3223.49	5687.62	4134.92	7595.37	3203.24	4013.96	5445.05	6733.74	6832.49	3898.03	4674.36	2240.58	5332.81
PWY-7209: superpathway of pyrimidine ribonucleosides degradation	194.416	204.755	0	86.4175	0	0	0	132.012	53.7167	140.262	0	50.0194	8.72993	125.803	0	16.5357	38.6078	17.5391	353.226	53.2413	6.75681	411.406	21.0432	244.774	73.7576	53.1721	0	203.65	0	51.0814	51.4378	441.277	84.1058	22.657	168.109	116.082
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP	257.104	80.9991	2119.07	717.599	258.841	1331.42	632.182	401.215	2110.62	316.853	483.026	1386.12	2267.84	606.326	133.549	0	794.091	324.125	233.46	196.005	229.056	240.249	165.492	1035.34	549.541	91.6005	113.365	779.981	528.522	1102.03	703.651	878.304	160.231	614.088	18.6348	1232.32
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	448.258	1822.87	3159.08	1245.89	782.594	2208.31	1456.69	702.971	2722.27	552.519	1101.12	2495.13	3857.59	1042.06	1098.48	54.8923	1302.33	1143.88	860.858	1117.72	498.913	1095.41	578.561	1673.82	932.116	619.828	1102.34	1294.58	1015.11	1872.2	1140.85	2726.81	1948	2096.53	2484.92	1866.53
PWY-7219: adenosine ribonucleotides de novo biosynthesis	9790.77	12857.3	10378.9	12048.4	11884.3	14804	10354.1	9748.56	5082.54	7610.38	9553.27	8668.94	9249.68	12039.6	19039.3	8836.87	9303.69	11619.5	11813.5	8634.46	9881.09	11921.9	10567.3	5926.8	9533.88	10018.6	17420.2	8759.65	8659.6	7965.4	10364.2	8796.22	10334.6	8838.66	11936.3	6870.91
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	7796.6	8344.14	6321.33	5798.5	7539.54	3699.75	6951.28	9461.04	5275.73	7404.68	9592.46	10886.5	10930.9	3464.34	9093.76	5124.91	11174.7	5514.18	4767.09	5181.91	5694.83	4860.45	8643.17	5965.78	5572.53	7395.72	5952.47	4613.22	8644.36	7339.92	7650.76	8722.47	5884.84	5074.95	6729.59	5407.56
PWY-7221: guanosine ribonucleotides de novo biosynthesis	10929.3	13314.1	11380.6	11957.8	12290.6	14358.9	11862.7	11380.5	5236.06	7825.45	11201.8	10681.5	11261	12464.1	19406.3	8915.4	9566.18	11858.9	11416.9	8810.72	9828.35	11566.5	11110.7	6708.57	8832.62	11260	18389.8	8812.44	10085	9345.5	10448.1	10884.7	11351.5	8624.26	11650.5	5236.45
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	7796.6	8344.14	6321.33	5798.5	7539.54	3699.75	6951.28	9461.04	5275.73	7404.68	9592.46	10886.5	10930.9	3464.34	9093.76	5124.91	11174.7	5514.18	4767.09	5181.91	5694.83	4860.45	8643.17	5965.78	5572.53	7395.72	5952.47	4613.22	8644.36	7339.92	7650.76	8722.47	5884.84	5074.95	6729.59	5407.56
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	9257.03	6378.6	8242.54	6328.53	9505.8	5172.8	8893.01	10449	4765.83	7782.91	10524.8	10914.1	11500.2	3929.09	12415.2	6575.61	6475.16	7595.31	4923.85	6639.92	7284.14	4542.44	9938.52	4708.13	6935.19	8991.86	9020.02	4313.72	9027.14	8324.31	9043.8	9003.25	5353.05	5954.04	3096.23	5488.44
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	7958.09	9516.95	8383.02	8308.31	9593	7795.5	9341.89	8116.46	5375.6	7680.24	9491.8	9369.93	9675.75	7062.42	13726	7479.18	9038.15	8157.43	7741.11	7429.59	7808.29	7644.01	9022.64	6204.48	7185.37	8805.24	10899.3	6983.52	8683.28	7828.55	8656.49	8908.03	8334.61	7151.75	9037.82	6292.05
PWY-7234: inosine-5'-phosphate biosynthesis III	2087.22	2631.87	2492.78	4984.65	2434.84	2954.54	544.239	3496.73	2975.23	3028.82	858.731	565.938	778.452	2412.88	621.324	2138.44	3904.97	1628.71	4072.17	936.34	2232.52	3372.57	1774.89	3563.81	3206.29	1544.98	749.105	3254.02	1063.28	477.723	1025.66	1463.4	1618.13	2914.18	3974.09	2862.93
"PWY-7237: myo-, chiro- and scillo-inositol degradation"	5443.39	2960	8139.95	5764.65	3095.81	8064.18	14511.2	2526.5	3424.78	0	11620.2	5263.04	8658.7	7672.67	7414.25	4289.15	3039.38	1887.73	3656.14	3580.55	2100.71	3342	3955.12	1745.45	2977.72	4268.33	8826.4	4604.43	11740.4	6524.59	6413.66	6223.86	5333.37	5044.02	3715.85	6916.93
PWY-7242: D-fructuronate degradation	860.759	1288.92	1556.21	1719.09	764.769	1043.08	1771.47	978.432	1907.05	750.249	1388.54	658.266	1606	1004.08	301.295	943.015	914.487	1457.65	1176.96	3040.6	1097.18	1203.46	1206.29	2116.96	1836.96	1778.7	441.829	1287	1621.47	1634.58	1890.48	2980.42	2860.22	1635.12	2443.51	446.797
PWY-7245: superpathway NAD/NADP - NADH/NADPH interconversion (yeast)	0	0	0	0	0	0	0	0	0	0	0	73.9831	0	56.7355	0	0	13.1045	0	10.6969	0	0	0	11.7877	0	239.762	0	0	46.8345	0	0	45.0523	0	113.106	0	0	8.45267
"PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II"	7422.09	9621.28	7804.99	9200.18	8472.36	6528.06	7474.91	7274.67	3728.26	5336.8	7344.7	6179.71	8707.08	5108.33	3017.78	4800.9	6452.26	7506.61	8510.94	7040.12	6972.83	8711.62	6907.8	5300.44	5523.51	7016.23	4067.99	4877.43	6957.52	6943.87	7516.17	7936.82	8046.12	6720.19	8705.28	5436.57
PWY-7254: TCA cycle VII (acetate-producers)	292.319	47.0921	0	0	0	214.458	101.837	411.085	2707.54	1393.87	197.862	718.417	100.755	1037.01	28.692	1234.3	1117.28	510.248	463.731	896.47	560.26	369.276	72.4687	1740.69	1078.16	147.145	33.9718	1368.66	370.325	171.872	114.328	178.747	466.895	883.71	67.2234	2583.06
PWY-7268: NAD/NADP-NADH/NADPH cytosolic interconversion (yeast)	0	0	0	0	0	0	0	0	0	0	0	68.0354	0	45.9903	0	0	10.0202	0	8.66137	0	0	0	9.71568	0	1720.71	0	0	36.671	0	0	122.095	0	288.577	0	0	6.35919
PWY-7269: NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)	63.1326	0	0	0	0	15.2104	9.93308	0	558.219	297.639	8.98516	198.191	42.5348	373.679	0	231.486	335.732	31.3755	72.2826	127.126	22.5635	70.0255	65.2392	235.476	1245.28	17.3473	0	538.251	63.9807	128.896	81.9288	26.6224	195.645	329.625	49.842	1210.55
PWY-7279: aerobic respiration II (cytochrome c) (yeast)	0	0	0	0	0	0	0	0	0	0	0	0	22.4014	5.72882	33.1104	0	0	0	0	0	0	0	30.0865	93.614	1647.52	9.6191	92.2004	22.2859	0	10.4555	0	0	0	24.2311	26.8482	568.085
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)	4259.35	4178.28	5851.81	6653.72	3661.24	4621.94	8140.74	3434.69	3179.77	3480.51	4496.74	3856.15	4044.7	2665.59	2321.81	2839.44	3330.54	1754.01	5241.81	4011.68	3612.82	4976.77	4498.09	3675.99	3064.83	4716.17	2664.14	3263.21	4955.93	4580.92	3810.58	5105.75	4661.75	4170.27	4123.99	3078.15
"PWY-7288: fatty acid &beta;-oxidation (peroxisome, yeast)"	37.3216	91.0998	33.1842	54.5601	16.863	71.4156	241.061	130.37	36.4415	16.4986	207.958	526.841	334.359	0	0	0	9.27016	357.568	27.2538	438.017	8.62614	102.851	57.6539	209.44	0	139.403	82.3255	15.4924	194.497	501.516	164.62	424.736	297.741	70.813	0	214.082
PWY-7294: xylose degradation IV	0	0	0	0	0	0	0	68.2746	0	0	0	0	0	0	0	0	138.485	0	0	145.111	176.301	0	21.3676	48.9804	45.9617	19.1089	0	0	0	0	0	3.96675	0	234.059	56.5385	0
PWY-7312: dTDP-D-&beta;-fucofuranose biosynthesis	11.8882	174.829	0	324.125	571.587	190.48	0	15.1304	853.581	0	284.571	0	0	29.2034	0	971.548	630.513	5912.22	381.183	1175.42	2128.43	210.789	4021.16	0	79.7974	1495.37	0	51.3965	169.398	678.726	94.7423	0	360.474	0	196.149	5.0223
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	1503.97	161.06	20.4108	81.4395	54.5998	26.4471	13.4062	63.8009	2038.42	786.805	856.759	330.077	9202.85	842.579	53.6105	330.179	897.522	510.688	201.263	938.397	936.166	152.536	41.2787	645.156	321.147	82.1506	158.212	1114.98	812.967	1801.79	155.513	54.1193	292.448	742.72	339.283	1857.8
PWY-7316: dTDP-N-acetylviosamine biosynthesis	334.609	0	146.226	57.5289	0	0	1179.6	1504.85	6.10521	94.3829	2997.52	0	234.885	36.4552	104.502	0	12.2169	240.846	253.338	161.978	0	192.911	84.177	0	9.47501	441.939	148.862	14.4754	2701.74	2719.64	375.741	0	100.479	8.76758	125.248	0
PWY-7317: superpathway of dTDP-glucose-derived O-antigen building blocks biosynthesis	0	0	0	0	0	0	0	0	0	0	348.19	0	0	0	0	0	0	0	55.2674	0	0	51.4294	0	0	0	0	0	0	234.137	0	25.0403	0	0	0	0	0
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	1448.84	1929.41	2810.97	3239.69	2705.6	1392.06	1274.41	2723.49	2424.02	2718.8	1947.34	1078.02	966.818	1656.06	651.76	1775.63	2548.35	1374.28	2390.83	3513.08	2088.66	2195.2	3115.86	1985.4	1080.24	3263.96	807.216	1917.94	2249.55	3325.84	2747.92	3198.3	3436.38	2774.77	2242.8	1209.38
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	178.547	203.217	127.77	263.534	7.6773	372.425	66.5102	308.79	2250.06	1008.86	88.5812	424.919	275.324	801.384	24.2781	1503.73	1095.81	169.561	524.346	642.743	402.826	551.012	309.817	1505.48	1923.59	593.009	55.6846	1010.76	237.744	225.23	293.151	248.44	1138.35	786.985	209.134	2595.75
PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis	2182.85	591.511	488.597	1041.02	1777.1	750.726	951.227	2147.42	964.938	144.606	1065.65	1248.42	2086.04	337.656	727.594	1084.62	1707.32	2265.69	1383.36	1405.08	1860.3	1130.36	1902.54	1743.71	259.898	1265.96	1334.37	199.966	1354.65	1662.28	1673.13	462.396	540.202	69.1789	935.049	612.668
PWY-7345: superpathway of anaerobic sucrose degradation	0	0	0	0	0	0	0	0	180.498	262.35	0	148.379	0	277.286	0	0	0	0	106.636	0	0	284.681	55.3202	0	45.6732	34.556	0	289.575	0	0	387.52	0	461.45	386.181	0	1581.3
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)	4467.41	5819.59	5920.55	5689.22	3972.85	9689.69	7273.94	4321.08	2688.37	3305.1	3695.35	3372.1	2945.19	5033.06	8036.44	4800.25	3682.79	3493.65	5460.31	5349.22	3827.54	6298.26	3909.53	2714.32	4162.49	4393.31	8175.54	5014.02	4259.24	5501.05	6672.7	5947.12	6204.46	5944.59	5668.19	5291.54
"PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II"	142.699	41.7637	65.0306	238.454	431.771	295.86	0	40.5729	3.98767	52.784	0	0	0	14.6332	126.985	0	660.739	0	235.134	0	0	210.597	167.632	0	236.026	185.848	136.675	29.9128	0	0	1016.58	0	0	59.3316	408.384	1545.27
"PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)"	69.9073	224.389	526.903	1089.03	378.257	792.738	145.221	219.478	9.5577	322.142	63.4379	208.676	158.583	114.65	680.43	19.9745	2291.53	2728.56	1538.33	712.37	817.645	1853.64	38.7657	262.86	1910.19	191.962	883.709	407.084	102.039	405.928	401.067	317.596	2434.23	930.996	2094.19	75.7203
"PWY-7385: 1,3-propanediol biosynthesis (engineered)"	303.261	26.7873	0	0	0	145.285	127.823	170.921	1196.53	540.558	142.585	589.904	90.2325	959.47	0	128.297	313.528	195.795	0	291.645	392.779	0	29.0891	201.653	402.833	121.152	0	1352.36	382.997	380.088	273.243	103.979	83.4639	144.662	56.1187	127.811
"PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)"	2877.08	1452.56	2678.83	1769.52	3258	993.719	1362.05	2557.67	5315.59	5409.97	2837.65	4044.98	872.955	2578.19	335.936	3968.26	3527.74	2639.14	2572.74	3431.14	3629.74	2446.15	3216.47	5474.23	3800.79	2471.05	455.773	3712	2449.69	2781.19	2197.49	292.465	1097.58	3913.56	1026.06	5201.41
PWY-7392: taxadiene biosynthesis (engineered)	0	653.1	27.9757	120.236	22.876	45.3501	3.42492	762.041	34.571	0	36.5898	0	0	0	0	17.0268	0	0	1125.72	0	51.8346	1197.9	89.8585	467.321	0	152.962	0	0	43.0862	0	160.94	177.583	162.174	162.683	357.992	36.8294
PWY-7399: methylphosphonate degradation II	18.6686	0	0	0	0	0	0	0	0	13.1247	0	0	21.4344	0	0	0	0	13.2218	0	0	12.6379	3.6869	0	0	0	6.30968	0	0	0	0	4.60985	8.62495	25.4476	0	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	4415.68	4607.9	4687.45	6600.98	4927.82	5234.46	2668.41	4970.2	3693.18	3572.77	2601.61	1557.09	2874.52	3454.14	3506.71	2907.86	6209.77	3753.04	6516.59	6028.81	4147.12	7387.29	3051.95	4034	6592.12	4294.59	4789.8	5081.12	3253.19	4826.91	7241.22	6024.37	8413.71	7230.49	8742.35	5965.63
"PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)"	28.5686	0	0	0	0	0	0	0	689.494	290.528	0	89.2285	19.5532	193.729	0	144.173	22.8001	0	0	92.683	63.5712	0	0	287.8	130.526	0	0	293.581	0	43.3843	17.7669	0	0	0	0	53.2222
PWY-7446: sulfoglycolysis	70.9042	0	0	0	0	26.7545	11.0742	48.2409	891.35	227.009	0	99.6972	26.9006	169.356	0	463.408	146.929	6.70592	0	179.67	194.564	0	0	337.768	49.0628	13.9897	0	274.097	54.356	65.5953	19.0222	9.55313	15.0057	268.501	53.2455	76.796
PWY-7456: mannan degradation	1173.55	1631.58	2400.39	3268.52	2054.19	1002.76	1064.93	2027.16	1161.98	1583.35	1609.7	844.342	790.533	1426.97	621.106	1459.04	1874.18	844.519	2101.59	2459.68	1392.27	1954.87	2326.56	1891.33	860.025	2261.28	859.666	1740.97	1899.63	2511.03	2182.55	3574.69	3097.23	2219.54	4215.65	1013.34
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	7063.9	9949.37	8290.32	5862.67	8584.44	11510.6	9812.85	7915.9	2745.73	5672.88	8656.98	8185.34	8365.57	3398.09	8291.19	4722.08	4133.9	4708.72	4885.28	5034.28	6764.22	3880.85	8149.37	3969.43	3852.69	6445.11	7540.59	3536.83	8027.69	6410.4	5331.29	6531.63	4572.57	4729.89	4679.42	3380.72
PWY-7560: methylerythritol phosphate pathway II	0	551.2	49.3825	97.575	17.8343	71.9809	7.96198	963.952	79.7902	0	81.8548	0	0	0	0	39.3491	0	0	1220.75	0	110.001	1368.73	116.052	1012.04	0	284.975	0	0	96.1584	0	277.127	2791.61	213.598	331.997	391.544	84.7205
PWY-7616: methanol oxidation to carbon dioxide	17.2969	0	0	0	0	0	0	23.855	24.2301	70.9091	5.92477	49.8082	15.9724	110.883	0	0	20.9357	8.90872	0	31.7081	0	0	0	9.75559	51.6146	0	0	126.793	0	65.5814	23.9621	7.97278	78.835	56.4624	17.2207	103.781
PWY-7663: gondoate biosynthesis (anaerobic)	7665.79	8497.37	9148.21	8941.68	9376.27	6837.15	9809.92	6892.36	6316.1	6669.44	9309.64	7393.75	9529.57	5473.42	4787.46	6096.8	6350.24	9696.7	7660.27	6532.76	7670.65	7268.61	8438.32	5596.72	6769.77	8965	5218.51	5831.49	8559.2	7242.26	6960.69	6522.73	6881.5	5309.91	7564.63	5481.95
PWY-7664: oleate biosynthesis IV (anaerobic)	3173	1596.94	3123.7	2335.36	3559.19	1411.99	1529.19	2580.33	5530.53	5617.12	3293.77	4325.88	1245.95	3369.32	500.331	4631.97	4180.93	3273	3297.34	4066.75	4229.86	3120.36	3540.57	5379.47	4720.28	2647.09	668.931	4269.81	3032.46	3036.54	2457.31	427.705	1308.24	4218.08	1441.38	4477.55
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	596.255	26.22	62.0055	0	0	639.411	404.166	354.902	1690.54	1396.18	102.42	753.597	155.367	1158.75	0	691.69	1705.88	255.739	478.709	814.302	660.103	619.814	126.831	1954.92	2156.08	129.172	0	1484.58	411.607	528.235	300.893	477.22	641.869	1586.98	109.696	2023.72
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	7932.01	7113.1	7644.09	7370.84	8784.55	6105.88	6724.29	8135.4	4381.2	6414.05	5760.94	4891.56	6343.05	4432.3	7750.87	6000.46	6864.94	7525.02	6069.11	6930.39	7045.5	5614.12	7646.38	4730.43	6517.14	7590.49	7149.1	4844.65	6386.81	7093.36	8223.29	7818.57	6320.57	6512.89	4467.17	4308.63
PWY-922: mevalonate pathway I	0	0	0	0	0	0	0	0	24.7327	0	0	0	0	0	0	0	0	0	0	0	0	0	61.2652	205.932	0	17.2925	0	0	0	0	0	0	0	11.1353	0	2.82075
PWY0-1061: superpathway of L-alanine biosynthesis	317.091	507.971	123.922	19.2468	709.238	354.844	14.7554	1331.32	2591.24	1138.58	39.881	598.799	217.8	829.398	294.724	600.036	2205.21	87.8881	1405.68	691.946	141.512	1540.36	674.098	2022.78	607.664	185.645	481.672	1211.92	181.151	327.861	331.556	187.419	520.626	2696.54	1277.98	1815.94
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	2008.38	515.685	1456.03	1212.09	688.567	549.578	511.091	272.529	1216.77	773.465	384.808	741.776	217.636	516.933	130.132	1350.11	1526.36	1624.09	822.292	1069.76	993.786	663.513	915.914	873.263	1326.12	610.868	164.76	842.852	730.757	122.949	933.135	620.154	1540.94	1508.06	557.894	1001.93
PWY0-1261: anhydromuropeptides recycling	4703.72	2281.67	3921.96	4505.44	4092.49	3128.75	2498.17	2815.12	4112.69	2888.62	1838	2062.09	1387.62	1915.3	1796.09	3183.96	3705.31	2550.04	4257.46	3254.01	3119.34	4247.15	3668.26	3756.47	4025.45	2928.42	1611.35	3058.98	2309.31	1703.95	3040.55	2249.83	3878.82	4140.36	3941.16	4655.81
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	352.23	0	0	0	0	51.9222	48.175	212.904	1714.63	937.254	101.742	473.793	88.2887	576.293	0	834.743	378.631	174.284	199.509	486.227	354.882	131.935	14.0343	1244.59	713.598	18.841	0	835.85	224.741	281.524	157.327	42.1961	53.4144	222.516	13.5373	1336.45
PWY0-1296: purine ribonucleosides degradation	3940.63	4343.63	4002.43	4783.27	4582.04	3698.31	2046.06	3224.7	3536.7	3428.07	2235.06	2077.25	2408.95	3560.8	2227.39	3362.25	5656.86	2976.96	3874.2	6333	2720.3	5016.4	2307.27	3870.16	5515.47	4130.08	2938.89	4841.04	2890.4	5797.63	7129.23	5831.5	5996.39	6596.44	6638.06	5100.22
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	1082.27	571.888	127.816	233.246	212.151	328.795	366.246	698.722	3059.82	2299.17	570.4	1207.07	584.558	1202.75	570.652	2925.48	1405.27	796.645	614.189	1799.4	1573.49	614.752	125.052	3004.07	2432.58	761.194	707.329	1780.75	897.815	520.958	1299.23	554.27	1140.91	1129.49	373.783	2943.34
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	705.361	72.4041	74.5461	51.2685	427.757	541.867	376.394	465.403	2784.43	1820.37	470.249	921.801	500.086	1319.86	230.051	1812.35	1473.36	611.832	447.244	1115.79	947.441	542.476	202.788	2398.39	1400.46	179.26	444.482	1651.56	718.739	658.55	344.117	700.873	918.844	1794.65	223.574	3017.69
PWY0-1319: CDP-diacylglycerol biosynthesis II	8699.42	10747.3	11122.7	10419	11554.3	8036.42	10133.4	9461.96	5377.79	7158.64	9695.66	9948.54	9280.78	5472	5666.34	5876.12	7956.87	10922.2	9119.28	9378.6	9874.31	9208.35	9900.24	7124.08	5780.24	9369.67	5427.28	5874.02	8805.12	8305.31	9022.23	9096.99	8572.58	7602.61	10529.2	5517.28
PWY0-1338: polymyxin resistance	19.917	0	0	0	0	0	2.63472	5.42201	1060.61	254.852	3.93761	248.934	124.257	326.862	0	101.632	393.887	0	67.7238	56.9069	37.1974	59.9568	7.13341	274.992	154.453	0	0	406.708	13.0302	67.8057	93.8924	12.7694	157.593	526.239	48.8682	784.778
PWY0-1415: superpathway of heme biosynthesis from uroporphyrinogen-III	275.498	7.43402	86.5766	0	28.5807	180.385	97.3744	444.629	1971.5	636.885	292.624	353.78	315.119	486.68	56.346	709.973	474.021	282.351	233.417	584.586	497.788	219.373	280.991	1305.09	1082.81	218.375	64.1942	765.342	432.655	309.813	187.128	86.6158	166.371	449.513	44.0734	1048.37
PWY0-1479: tRNA processing	1139.36	470.52	869.256	1485.86	813.289	1593.62	579.286	1278.92	3214.69	2207.13	548.703	961.411	534.642	1577.55	366.187	2583.6	1390.42	1017.28	1004.08	1264.79	1875.33	1089.28	888.215	2977.39	4032.09	813.791	454.19	2201.76	868.916	1275.51	353.463	526.777	508.948	1192.51	875.359	4111.24
PWY0-1533: methylphosphonate degradation I	55.936	0	0	0	0	0	0	8.09368	361.354	123.123	0	68.3453	24.5408	45.8095	0	8.38323	65.9727	17.2734	0	164.932	39.425	0	4.30415	213.959	125.609	0	0	162.665	6.05136	33.0944	4.83308	2.01999	3.9552	1.97312	3.87537	7.30194
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	9312.45	9435.52	10455.6	9313.33	8879.62	13432.7	10602.9	8980.18	12230.7	9751.77	9577.23	10380	6277.79	7635.41	6580.29	9374.73	7099.29	9978.54	7440.38	9231.41	10739.8	7701.21	10748.3	10744.1	9775.48	9931.63	6487.01	8218	9736.33	9399.8	8686.86	9549.38	9391.55	8891.2	8779.39	9898.29
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	3648.86	7179.34	4044.06	6757.93	5899.7	5203.01	4151.82	5711.27	2927.68	3586.75	6083.56	4730.07	8158.59	3791.44	1116.13	3317.59	4427.01	4768.09	5482.64	3636.34	3773.41	5254.81	3655.56	4214.26	4957.79	3822.27	1749.81	4375.73	5687.68	3310.51	3157.59	6954.46	3663.52	3088.09	3939.47	4480.36
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	5719.57	4458.43	5050.75	5410.23	6439.28	3699.2	2159.95	5271.2	3295.77	3732.26	2257.65	2653.93	3146.65	2530.41	4348.54	3326	6384.15	5109.57	4854.24	4664.44	4681.98	4617.94	4375.57	3527.51	5597.17	4712.06	4314.6	3369.26	2520.56	2879.54	6237.64	5615.52	5116.82	4607.88	3812.85	4629.27
PWY0-321: phenylacetate degradation I (aerobic)	0	0	0	0	0	0	0	0	0	0	0	55.2532	0	162.754	0	8.34212	8.95678	0	0	3.17788	30.6691	0	0	0	33.1614	0	0	253.957	0	36.426	12.7559	3.47482	0	0	0	8.56443
PWY0-41: allantoin degradation IV (anaerobic)	57.6834	0	0	0	0	15.9962	0	17.4037	626.768	221.09	16.922	71.4482	22.811	130.67	0	400.354	58.5421	23.5205	0	64.5152	113.218	0	0	378.644	52.3499	0	0	190.609	48.4783	28.5858	12.1443	8.01296	0	11.1398	0	34.7102
PWY0-42: 2-methylcitrate cycle I	21.3903	0	0	9.39183	13.3883	25.7979	38.8586	144.761	1234.85	649.704	51.1364	205.942	37.105	454.408	0	538.36	34.8016	0	23.5769	321.085	280.771	9.17417	9.79904	101.746	651.877	41.127	0	677.461	96.0811	207.731	56.7915	62.2872	20.0019	21.9895	18.274	172.127
PWY0-781: aspartate superpathway	1144.37	707.53	262.51	471.192	91.4913	294.58	176.882	1157.88	3238.1	1985.92	475.732	1116.66	671.646	1783.03	70.5712	2222.05	1883.25	610.689	1391.6	1641.36	1416.79	1701.57	303.305	3198.14	3051.46	268.785	131.121	2395.45	946.683	1193.8	641.606	1402.63	863.22	1794.58	1236.67	3273.71
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	6453.49	3023.83	5821.73	5734.93	3965.81	2750.87	8730.23	7468.55	3236.28	3698.84	7258.35	5601.47	7842.25	2059.42	1572.44	3510.4	3279.16	5626.01	4246.9	3338.53	4970.02	3635.82	6477.06	4301.74	2890.24	6076.68	1628.57	2440.3	6832.67	4249.19	3044.92	5462.03	4541.49	3109.3	3025.81	3389.81
PWY0-862: (5Z)-dodec-5-enoate biosynthesis	2895.38	1407.78	2816.34	2080.15	3228.97	1239.92	1339.16	2341.75	5277.96	5417.66	2964.09	4038.92	1086.41	3072.09	434.417	4375.7	3923.83	2944.38	3005.79	3828.58	3940.55	2844.56	3228.33	5276.49	4453.21	2363.44	582.099	4030.46	2727.82	2759.84	2221.45	369.839	1151.2	4063.15	1269.26	4303.75
PWY0-881: superpathway of fatty acid biosynthesis I (E. coli)	0	0	64.3937	0	0	0	0	113.562	825.717	698.152	49.6228	624.854	0	1158.54	0	0	92.7894	0	316.447	222.392	35.6562	273.9	0	60.1271	887.695	0	0	1440.92	224.323	249.579	169.628	172.13	0	638.789	116.45	2870.09
PWY3DJ-35471: L-ascorbate biosynthesis IV	0	0	0	0	0	0	0	0	1071.6	94.1616	0	168.065	0	188.035	23.9137	0	507.94	0	269.737	0	7.07182	284.967	0	0	159.224	0	53.3839	257.058	0	0	0	0	364.821	480.655	18.3303	2382.33
PWY3O-1109: superpathway of 4-hydroxybenzoate biosynthesis (yeast)	0	0	0	0	0	0	0	0	4.50147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.0678	0	0	0	0	0	0	10.0246	3.96672	0	8.11244	0	8.19564
PWY3O-355: stearate biosynthesis III (fungi)	212.736	0	0	6.47701	0	26.5592	10.2492	87.0434	693.45	713.769	61.6213	259.235	24.5478	453.137	0	567.187	109.325	137.816	153.853	285.933	288.216	107.21	38.4052	454.82	244.136	0	0	505.349	140.206	224.561	77.9499	28.4898	17.3509	191.797	0	362.708
PWY490-3: nitrate reduction VI (assimilatory)	0	26.4068	36.1805	107.055	33.5594	37.4702	61.0686	23.2038	11.72	5.22812	0	0	0	0	50.3196	6.1953	14.7166	0	0	0	30.0419	22.408	11.7063	24.1789	27.6119	45.6829	101.151	17.987	0	44.5506	0	28.9455	203.73	44.9175	39.4576	20.9175
